#Society
brew_chi_enhancing_tea_desc;Share a cup of tea, brewed with Chi-enhancing herbs. Will improve the §Ybending§! of anyone who receives it by one level (up to Master), improve relations, and has a chance to make them your friend. §RChi-enhancing tea cannot be used on the same target more than once!§!;;;;;;;;;;;x
brew_chi_enhancing_tea_power_desc;Share a cup of tea, brewed with Chi-enhancing herbs. Will improve the §Ybending§! of anyone who receives it by one level (up to Master), improve relations, and has a chance to make them your friend. §RChi-enhancing tea cannot be used on the same target more than once!§!\n§GOnly available on the Path of the Spirits!§!;;;;;;;;;;;x
#Buildings
tea_plantation_1;Tea Leaf Garden;;;;;;;;;;;x
tea_plantation_1_desc;A small plot of land set aside for the cultivation of tea leaves.\n\nImproves the quality of §YDiplomacy§! educations in the owner's court, so long as it exists within the owner's capital holding.\n\nAllows the construction of §YLocal Leaves Tea Shop§! in any §YCastle§! holding.;;;;;;;;;;;x
tea_plantation_2;Vibrant Grove;;;;;;;;;;;x
tea_plantation_2_desc;A wild grove, bustling with various types of tea leaves.\n\nImproves the quality of §YDiplomacy§! educations in the owner's court, so long as it exists within the owner's capital holding.\n\nAllows the construction of §YWild Brew Tea Shop§! in any §YCastle§! holding.;;;;;;;;;;;x
tea_plantation_3;Tended Farms;;;;;;;;;;;x
tea_plantation_3_desc;A well-managed copse of bushes, with a stunning variety of tea leaves growing year-round.\n\nImproves the quality of §YDiplomacy§! educations in the owner's court, so long as it exists within the owner's capital holding.\n\nAllows the construction of §Y'Taste of Nature' Tea Shop§! in any §YCastle§! holding.;;;;;;;;;;;x
tea_plantation_4;Colossal Tea Plantation;;;;;;;;;;;x
tea_plantation_4_desc;The culmination of a multi-generational effort, a great plantation with hundreds of bushes, seen as a cultural hallmark by locals and tourists alike.\n\nImproves the quality of §YDiplomacy§! educations in the owner's court, so long as it exists within the owner's capital holding.\n\nAllows the construction of §YHeritage Tea Shop§! in any §YCastle§! holding.;;;;;;;;;;;x
enthusiast_tea_shop_1;Local Leaves Tea Shop;;;;;;;;;;;x
enthusiast_tea_shop_1_desc;A regional tea shop, using fine leaves straight from the capital!;;;;;;;;;;;x
enthusiast_tea_shop_2;Wild Brew Tea Shop;;;;;;;;;;;x
enthusiast_tea_shop_2_desc;A regional tea shop, with exciting flavors from local tea groves!;;;;;;;;;;;x
enthusiast_tea_shop_3;'Taste of Nature' Tea Shop;;;;;;;;;;;x
enthusiast_tea_shop_3_desc;A regional tea shop, with crisp, well-tended leaves from the local farmers!;;;;;;;;;;;x
enthusiast_tea_shop_4;Heritage Tea Shop;;;;;;;;;;;x
enthusiast_tea_shop_4_desc;A branch of the famous Tea Plantation from the capital, boasting a multitude of flavors, using leaves cultivated by generations of tea lovers!;;;;;;;;;;;x
#Modifiers
had_herbal_tea;Had Herbal Tea;;;;;;;;;;;x
had_herbal_tea_desc;This character partook in a cup of herbal tea recently, adding some spring to their step!;;;;;;;;;;;x
had_tea_recently;Had Tea Recently;;;;;;;;;;;x
had_tea_recently_desc;This character has recently been given tea, and is feeling very refreshed.;;;;;;;;;;;x
had_been_educated_lately;Had Been Educated Lately;;;;;;;;;;;x
had_been_educated_lately_desc;This character has recently been educated by a member of the Tea Enthusiasts.;;;;;;;;;;;x
#Misc
tea_enthusiasts_currency;Gossip;;;;;;;;;;;x
tea_lord_title;The Tea Lord;;;;;;;;;;;x
# EVERYTHING RELATING TO THE TEA PARTY
# Begin search for ingredients chain
search_for_tea_leaves;Search for Tea Ingredients;;;;;;;;;;;x
search_for_tea_leaves_desc;Before you can throw a tea party, you must gather the ingredients!;;;;;;;;;;;x
search_for_tea_leaves_tooltip;You begin your hunt for ingredients...;;;;;;;;;;;x
search_for_tea_leaves_event_desc;Before you can invite your friends over for tea, you need to gather some tea leaves. Fortunately, you've got plenty of options on where to find them!;;;;;;;;;;;x
search_for_tea_leaves_forest_option;Search the forest for tea leaves!;;;;;;;;;;;x
search_for_tea_leaves_forest_option_tooltip;You will search the forest for tea leaves.\nChance of succeeding improved with a high §YLearning§! or walking the §GPath of the Spirits§!.;;;;;;;;;;;x;;;;;;;;;;x
search_for_tea_leaves_friends_option;Ask your friends for help!;;;;;;;;;;;x
search_for_tea_leaves_friends_option_tooltip;You ask your friends if they can donate any tea ingredients to your party.\nChance of succeeding improved with a high §YDiplomacy§! or walking the §GPath of the Self§!.;;;;;;;;;;;x;;;;;;;;;;x
#generic tooltip
improves_tea_quality_tooltip;§YImproves§! the quality of the ingredients you collect.;;;;;;;;;;;x
greatly_improves_tea_quality_tooltip;Greatly §Yimproves§! the quality of the ingredients you collect.;;;;;;;;;;;x
greatly_improves_tea_quality_random_list_tooltip;greatly §Yimproving§! the quality of the ingredients you collect.;;;;;;;;;;;x
decreases_tea_quality_tooltip;§RDecreases§! the quality of the ingredients you collect.;;;;;;;;;;;x
improves_tea_quality_random_list_tooltip;§Yimproving§! the quality of the ingredients you collect.;;;;;;;;;;;x
decreases_tea_quality_random_list_tooltip;§Rdecreasing§! the quality of the ingredients you collect.;;;;;;;;;;;x
search_for_leaves_elsewhere_tooltip;You will search for §Yingredients§! elsewhere.;;;;;;;;;;;x
no_tea_to_serve_tooltip;You were unable to find the right ingredients to make a specific type of tea.;;;;;;;;;;;x
special_visiter_tooltip;Chance that §Ysomeone special§! will attend your party.;;;;;;;;;;;x
#forest events
green_tea_tooltip;You will be able to brew §GGreen Tea§!.;;;;;;;;;;;x
green_tea_random_list_tooltip;being able to brew §GGreen Tea§!.;;;;;;;;;;;x
white_jade_tooltip;You will be able to brew §GWhite Dragon Tea§!.;;;;;;;;;;;x
berries_tooltip;You will be able to serve §GBacui berries§! as snacks.;;;;;;;;;;;x
berries_random_list_tooltip;being able to serve §GBacui berries§! as snacks.;;;;;;;;;;;x
hotspring_tooltip;You will brew your tea with §GSacred Hot Spring§! water.;;;;;;;;;;;x
white_jade_randomness_tooltip;Can be §Ygood§!, or quite §Rbad§!...;;;;;;;;;;;x
white_jade_identify_tooltip;You attempt to §Gidentify§! the plant.;;;;;;;;;;;x
serve_green_tea_tooltip;You prepare to serve §GGreen Tea§!.;;;;;;;;;;;x
serve_white_dragon_tea_tooltip;You prepare to serve §GWhite Dragon Tea§!.;;;;;;;;;;;x
bagder_spirit_wait_tooltip;You hide, waiting to find what the spirit has §Yleft behind.§!;;;;;;;;;;;x
path_of_spirits_tooltip;This option is available because you walk the §GPath of the Spirits.§!;;;;;;;;;;;x
forest_scrounge_desc;Scrounging around the woods, you grasp bushels of leaves and shove them into your satchel. Maybe they can be used for tea?;;;;;;;;;;;x
forest_scrounge_option_bad;I'll figure it out later.;;;;;;;;;;;x
forest_scrounge_option_good;Oh, I could make green tea with these!;;;;;;;;;;;x
collect_berries_desc;The forest is a thriving place, and aside from potential tea leaves, all sorts of fruits and berries are in blossom -- picking a few might add some razzle-dazzle to your tea party.;;;;;;;;;;;x
collect_berries_do_collect;I'll gather some Bacui berries, as well.;;;;;;;;;;;x
collect_berries_no_collect;Can't have a tea party without leaves.;;;;;;;;;;;x
white_jade_found_desc;Stepping into a clearing, you can't believe your luck -- a White Dragon Bush, in full blossom! This will surely make a delicious brew!;;;;;;;;;;;x
white_jade_found_bad;What could possibly go wrong?;;;;;;;;;;;x
white_jade_found_safe;Hmm.. is this bush safe? (50%/50%);;;;;;;;;;;x
white_jade_found_ignore;No, this isn't what I'm looking for.;;;;;;;;;;;x
white_jade_found_safe_success_desc;Upon close inspection, you determine this is, in fact, a White Dragon Bush. Happily, you gather the leaves you need.;;;;;;;;;;;x
white_jade_found_safe_success_option;Better safe than sorry!;;;;;;;;;;;x
white_jade_found_safe_fail_desc;Looking very closely at the bush, you realise this is a White Jade Bush, and highly poisonous! You shudder to think what may have happened if you gathered these leaves.;;;;;;;;;;;x
white_jade_found_safe_fail_option;Disaster narrowly avoided!;;;;;;;;;;;x
badger_spirit_start_desc;While wandering the forest, you come across a rare sight -- a badger spirit, drinking from a hot spring littered with leaves! Although you are not one to presume you understand their ethereal ways, you begin to feel this creature may be a kindred soul. After all, it seems to be enjoying a cup of tea... of sorts.;;;;;;;;;;;x
badger_spirit_start_join;Sit down and drink with the spirit!;;;;;;;;;;;x
badger_spirit_start_wait;Wait for it to leave, and grab some of the leaves from the pool.;;;;;;;;;;;x
badger_spirit_join_desc;Gently, you sit down next to the spirit, and although it seems alarmed, it seems to understand you mean it no harm. Filling your cup with the hot-spring brew, the two of you sit and enjoy tea together. After some time, the spirit reaches its paws deep into the pool, and grabs a handful of faintly glowing leaves. It then extends out to you, beckoning you to take them.;;;;;;;;;;;x
badger_spirit_join_option;Blessed leaves!;;;;;;;;;;;x
badger_spirit_wait_desc;Once the spirit finishes its drink, you sneak over to the pool, ready to harvest.;;;;;;;;;;;x
badger_spirit_wait_hot_water;This water is favoured by the Spirits. I should use this for my brews!;;;;;;;;;;;x
badger_spirit_wait_leaves;The leaves are soggy, but still useable.;;;;;;;;;;;x
hidden_grove_desc;Lost in the woods, you happen upon an eerily quiet grove. Although you are alone, you do not feel alone, and listening closely you hear a soft, ethereal chatter. The Spirits surround you!;;;;;;;;;;;x
hidden_grove_run;It's dangerous here, I should grab some leaves and run.;;;;;;;;;;;x
hidden_grove_berries;There are scattered berry bushes. Perhaps this is where they feast?;;;;;;;;;;;x
hidden_grove_spirits;I can hear their voices. They're trying to guide me!;;;;;;;;;;;x
sickly_bush_desc;Frustrated at your lack of progress, you at last spot some useable leaves for green tea, although from a sickly looking bush.;;;;;;;;;;;x
sickly_bush_option_leaves;It doesn't matter! I need tea leaves!;;;;;;;;;;;x
sickly_bush_option_quality;What I need now are better ingredients.;;;;;;;;;;;x
sickly_bush_option_spirits;Spirits, I beseech you, bless my harvest!;;;;;;;;;;;x
forest_tea_leaves_success_desc;Picking through the leaves in your satchel, you find enough to make a moderate amount of tea, perfect for a small group of guests!;;;;;;;;;;;x
forest_tea_leaves_success_green_tea;I shall serve green tea!;;;;;;;;;;;x
forest_tea_leaves_success_white_dragon;I will delight with White Dragon tea!;;;;;;;;;;;x
forest_tea_leaves_fail_desc;After spending several weeks out in the woods, you come back with a satchel full of leaves, but not enough capable of brewing tea. Looks like your efforts were fruitless.;;;;;;;;;;;x
forest_tea_leaves_fail_option;Unfortunate.;;;;;;;;;;;x
